id,type,category,subcategory,tags,file,class
2884,"{'id': 1, 'name': '3D Models'}","{'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 93, 'name': 'Grass', 'category': {'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}}","['cereal', 'crops', 'grass', 'leaf', 'meadow', 'natural', 'plants']",data/37ad4efa-8264-4757-a6cc-02bc1fb1e567.png,1
2972,"{'id': 1, 'name': '3D Models'}","{'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 90, 'name': 'Trees', 'category': {'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}}","['decor', 'interior', 'leaf', 'nature', 'palm', 'plants', 'pot', 'tree', 'trees']",data/d94509ee-3944-4702-9870-80b296c0fb81.png,1
491,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['crossover', 'hatchback', 'toyota']",data/84eefdfd-89c3-4d16-a72f-e36ba10dc595.png,2
2595,"{'id': 1, 'name': '3D Models'}","{'id': 4, 'name': 'Buildings', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 46, 'name': 'City Sets', 'category': {'id': 4, 'name': 'Buildings', 'type': {'id': 1, 'name': '3D Models'}}}","['buildings', 'city', 'khrushchyovka', 'russian', 'soviet']",data/bc779302-8f34-4ca8-aab8-bb009d444f2c.png,0
1040,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 149, 'name': 'Lamps', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['lamp', 'neutral', 'round', 'studios']",data/ac2038b0-18bc-4896-a1d8-bc00268dda2c.jpg,0
1946,"{'id': 19, 'name': 'VJ Loops'}","{'id': 125, 'name': 'Particles', 'type': {'id': 19, 'name': 'VJ Loops'}}",,"['grid', 'particles']",data/04274343-7a51-49f3-bb51-5d01de88cf29.jpg,0
658,"{'id': 3, 'name': 'HDRI'}","{'id': 34, 'name': 'Other', 'type': {'id': 3, 'name': 'HDRI'}}",,"['blue', 'flares', 'flash', 'fractal', 'light_blue', 'medium_contrast']",data/58bce54b-41bd-4134-93f1-53e3d74f8bcc.png,0
474,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['b-segment', 'hatchback', 'seat', 'subcompact_car']",data/42b2f1e8-39e0-4658-aa8c-c5d48de41f09.png,2
3084,"{'id': 1, 'name': '3D Models'}","{'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 90, 'name': 'Trees', 'category': {'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}}","['exotic', 'forest', 'jungle', 'nature', 'plant', 'tree']",data/0b6cf3a8-428e-4f76-bc38-629b234289e6.png,1
3279,"{'id': 4, 'name': 'Footages'}","{'id': 101, 'name': 'Particles', 'type': {'id': 4, 'name': 'Footages'}}",,"['dust', 'explosion', 'particles', 'smoke']",data/aefe8241-f3fe-471d-959f-1f7f9393b426.jpg,0
3218,"{'id': 4, 'name': 'Footages'}","{'id': 101, 'name': 'Particles', 'type': {'id': 4, 'name': 'Footages'}}",,"['element', 'particles', 'sand']",data/8e12e13e-71d8-4ecb-9376-5e44384b941b.jpg,0
571,"{'id': 3, 'name': 'HDRI'}","{'id': 30, 'name': 'Outdoor', 'type': {'id': 3, 'name': 'HDRI'}}",,"['grass', 'morning/afternoon', 'natural_light', 'nature', 'outdoor', 'palm', 'road', 'stones', 'trees']",data/d2598c87-eacc-4f3b-853c-ded52fe7bd33.png,0
2554,"{'id': 1, 'name': '3D Models'}","{'id': 6, 'name': 'Industrial', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 163, 'name': 'Tools', 'category': {'id': 6, 'name': 'Industrial', 'type': {'id': 1, 'name': '3D Models'}}}","['crescent_wrench', 'hardware', 'industrial', 'mechanic', 'spanner', 'tools']",data/6eca9eb5-4604-47cc-9878-e478352e5547.png,0
1457,"{'id': 1, 'name': '3D Models'}","{'id': 2, 'name': 'Electronics', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 14, 'name': 'Computers', 'category': {'id': 2, 'name': 'Electronics', 'type': {'id': 1, 'name': '3D Models'}}}","['communication', 'computers', 'corporate', 'cyber', 'data', 'farm', 'internet', 'it', 'network', 'server', 'technology']",data/73e9f2b1-7f68-47d6-b739-a0f847e8705d.png,0
3250,"{'id': 1, 'name': '3D Models'}","{'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 93, 'name': 'Grass', 'category': {'id': 11, 'name': 'Plants', 'type': {'id': 1, 'name': '3D Models'}}}","['forest', 'grass', 'meadow', 'nature', 'plants', 'swamp']",data/ef9e1e46-3fef-4723-b5e2-5adb48d3e2e3.png,1
2423,"{'id': 4, 'name': 'Footages'}","{'id': 41, 'name': 'Other', 'type': {'id': 4, 'name': 'Footages'}}",,['shapes'],data/37ca3deb-acbd-46f1-8f03-f083f9a1b4f5.jpg,0
1924,"{'id': 19, 'name': 'VJ Loops'}","{'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}",,"['abstract', 'dots', 'particles', 'tunnel']",data/8e4a7be3-bca5-4043-839b-c459bed491ff.png,0
1291,"{'id': 4, 'name': 'Footages'}","{'id': 113, 'name': 'Space', 'type': {'id': 4, 'name': 'Footages'}}",,"['cosmos', 'earth', 'moon', 'satellite', 'solar_system', 'space', 'stars', 'sun']",data/612dbd45-fac8-44c6-bcdb-fa4d50d612c8.jpg,0
3058,"{'id': 1, 'name': '3D Models'}","{'id': 172, 'name': 'Toys and games', 'type': {'id': 1, 'name': '3D Models'}}",,"['biscuit', 'childhood', 'children', 'cookie', 'fun', 'gingerbread_man', 'gingy', 'giraffe', 'kids', 'play', 'rabbit', 'shrek', 'toys']",data/7481f59a-5d74-481c-bbeb-42bb42f6899a.png,0
3150,"{'id': 19, 'name': 'VJ Loops'}","{'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}","{'id': 176, 'name': 'Other', 'category': {'id': 119, 'name': 'Abstract', 'type': {'id': 19, 'name': 'VJ Loops'}}}",['abstract'],data/c99d3af8-19aa-4e7d-9d5b-a106ddcf4ae1.jpg,0
1993,"{'id': 19, 'name': 'VJ Loops'}","{'id': 122, 'name': 'Shapes', 'type': {'id': 19, 'name': 'VJ Loops'}}",,"['2d', 'cubes', 'geometry', 'lights', 'neon', 'shapes']",data/6e04a0d8-f31a-4725-976c-cb0f70e0d096.jpg,0
3315,"{'id': 2, 'name': 'Textures'}","{'id': 175, 'name': 'cyber', 'type': {'id': 2, 'name': 'Textures'}}",,"['cyber', 'cyberpunk', 'neon', 'pixel', 'sign']",data/0d67cc8a-68c1-4537-9947-e7f71b4ec410.jpg,0
3331,"{'id': 2, 'name': 'Textures'}","{'id': 175, 'name': 'cyber', 'type': {'id': 2, 'name': 'Textures'}}",,"['cyber', 'cyberpunk', 'neon', 'pixel', 'sign']",data/90d6014a-fca1-46de-a2ff-36171acdb180.jpg,0
1911,"{'id': 1, 'name': '3D Models'}","{'id': 2, 'name': 'Electronics', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 14, 'name': 'Computers', 'category': {'id': 2, 'name': 'Electronics', 'type': {'id': 1, 'name': '3D Models'}}}","['computer', 'laptop', 'notebook', 'portable', 'technology']",data/1d96ff76-4cf2-4866-8ea3-bbbbe6665fac.png,0
3318,"{'id': 2, 'name': 'Textures'}","{'id': 175, 'name': 'cyber', 'type': {'id': 2, 'name': 'Textures'}}",,"['cyber', 'cyberpunk', 'neon', 'pixel', 'sign']",data/cc78f8cd-9606-49b1-9f13-0c6b949a08ba.jpg,0
2356,"{'id': 19, 'name': 'VJ Loops'}","{'id': 126, 'name': 'Simulation', 'type': {'id': 19, 'name': 'VJ Loops'}}","{'id': 161, 'name': 'Cloth', 'category': {'id': 126, 'name': 'Simulation', 'type': {'id': 19, 'name': 'VJ Loops'}}}","['cloth', 'plastic', 'reflections', 'simulation', 'water']",data/76be8725-f404-4ff0-ad9c-3d52d97987ad.png,0
516,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['compact_car', 'compactcar', 'sedan', 'vaz']",data/fdb9e56e-87ac-47c8-ba82-4ca6525c4f23.png,2
2307,"{'id': 1, 'name': '3D Models'}","{'id': 131, 'name': 'Science', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 155, 'name': 'Medicine', 'category': {'id': 131, 'name': 'Science', 'type': {'id': 1, 'name': '3D Models'}}}","['care', 'emergency', 'health', 'healthcare', 'hospital', 'intensive', 'laboratory', 'medical', 'surgery']",data/d0bf710d-4c8d-468f-9553-bbfcdb07a579.png,0
939,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 149, 'name': 'Lamps', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['cold', 'gray', 'lamps', 'studios']",data/debd225e-7bee-4d14-b9b6-03c0a1a59590.jpg,0
522,"{'id': 1, 'name': '3D Models'}","{'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}","{'id': 1, 'name': 'Cars', 'category': {'id': 1, 'name': 'Vehicles', 'type': {'id': 1, 'name': '3D Models'}}}","['compact_car', 'c-segment', 'hatchback', 'volkswagen', 'vw']",data/03e344f5-c7e6-41ce-adff-f20b457b0182.png,2
912,"{'id': 3, 'name': 'HDRI'}","{'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}","{'id': 148, 'name': 'Softbox', 'category': {'id': 112, 'name': 'Light Textures', 'type': {'id': 3, 'name': 'HDRI'}}}","['lamps', 'softbox', 'studios', 'warm']",data/c8e0a45e-1aa2-4f9e-8582-094ad757a4ef.png,0
